Release_ID,Commits,Bugs_Reported,Critical_Bugs,Test_Coverage,Failed_Test_Cases,Code_Churn,Cyclomatic_Complexity,Files_Changed,Developer_Experience,Security_Vulnerabilities,Build_Time_Minutes,Deployment_Frequency,Risk_Level
R4026,166,23,6,76.8,1,6133,8,85,6.5,6,59,18,High
R4027,24,19,8,63.9,23,3532,9,111,9.0,2,32,11,High
R4028,379,1,1,88.4,10,8441,32,7,4.1,5,24,12,Medium
R4029,212,6,3,92.6,24,8955,14,32,4.9,2,13,9,Medium
R4030,413,10,7,57.4,2,5290,26,93,7.3,4,45,5,High
R4031,226,6,6,78.9,20,3418,15,35,14.9,5,60,5,High
R4032,257,2,2,59.8,16,6484,15,92,14.0,4,45,13,Medium
R4033,316,29,7,97.2,8,7987,31,93,12.2,1,45,16,High
R4034,32,6,6,70.2,8,7793,40,97,6.9,6,49,6,High
R4035,231,16,1,80.1,6,2112,14,23,11.0,2,10,6,Low
R4036,497,30,3,61.1,24,115,30,24,5.6,5,42,9,High
R4037,464,23,1,95.1,11,4598,26,48,4.5,6,39,20,Medium
R4038,104,10,8,94.5,7,1501,21,99,0.6,1,27,13,Medium
R4039,135,0,0,94.8,5,8375,14,56,7.4,2,47,10,Low
R4040,465,19,0,68.6,14,9595,39,49,5.7,0,32,17,Medium
R4041,319,22,6,83.8,2,3289,14,100,11.2,2,8,17,Medium
R4042,233,5,5,72.9,17,5240,29,38,14.4,1,24,15,Medium
R4043,217,1,1,91.3,17,2964,18,3,8.9,6,28,18,Medium
R4044,244,5,5,81.3,20,4842,30,60,14.0,5,18,13,High
R4045,127,2,2,63.9,0,9178,23,50,1.1,3,15,13,Medium
R4046,476,4,4,88.9,7,3499,30,40,9.3,4,57,10,Medium
R4047,420,28,7,67.4,2,1579,32,104,15.0,2,59,8,High
R4048,459,21,0,65.1,3,1100,11,50,6.5,6,29,14,Medium
R4049,111,24,2,78.1,11,5312,24,10,4.7,0,39,11,Medium
R4050,252,19,6,61.7,18,5867,9,98,12.6,5,5,17,High
R4051,179,16,6,58.5,12,6892,7,95,10.1,0,16,13,Medium
R4052,476,0,0,73.4,0,1802,33,34,9.4,2,17,17,Low
R4053,444,20,1,95.0,23,6321,13,116,5.0,0,6,14,Medium
R4054,219,20,7,79.0,9,5333,35,112,14.0,6,57,5,High
R4055,485,2,2,70.4,5,4586,14,115,3.6,4,41,7,Medium
R4056,197,8,4,92.3,0,7651,9,103,1.5,0,48,15,Medium
R4057,407,5,5,71.5,5,4095,6,45,9.8,5,6,14,Medium
R4058,242,14,1,66.1,10,3933,19,85,3.4,0,36,3,Medium
R4059,150,14,5,70.7,23,1181,15,73,13.8,6,40,6,High
R4060,169,24,2,61.9,25,3047,37,86,13.6,0,27,6,High
R4061,44,16,5,61.1,14,6530,40,1,2.2,6,15,14,High
R4062,330,13,2,69.7,1,5467,8,62,11.2,5,13,9,Medium
R4063,403,29,1,65.2,19,4938,20,7,4.1,5,53,6,High
R4064,207,1,1,76.4,19,6611,14,101,14.6,4,19,17,Medium
R4065,164,9,0,88.4,21,3900,35,83,6.2,2,18,20,Medium
R4066,319,18,4,61.8,23,9310,27,95,8.1,1,19,1,High
R4067,287,13,4,91.1,9,9219,31,84,4.1,1,42,2,High
R4068,283,10,0,69.6,1,4562,37,110,7.7,0,26,19,Low
R4069,34,26,5,60.2,4,3563,34,63,3.0,0,44,2,High
R4070,267,8,4,66.3,18,3892,11,89,1.5,0,36,9,Medium
R4071,457,22,0,56.3,22,4297,27,51,8.2,4,49,9,High
R4072,488,30,8,72.4,21,8075,18,62,4.8,2,43,13,High
R4073,227,12,0,74.5,7,6551,29,94,1.3,2,59,16,Medium
R4074,154,3,2,55.3,3,9000,5,25,6.8,4,18,17,Medium
R4075,347,4,4,92.0,4,8840,23,1,4.9,4,20,12,Medium
R4076,79,12,0,61.0,19,5483,35,57,5.9,5,32,14,High
R4077,307,9,8,96.2,6,1716,32,26,6.3,4,9,15,Medium
R4078,181,4,4,91.7,17,1198,20,44,4.0,3,22,6,Medium
R4079,332,26,8,65.1,19,3707,5,27,14.4,6,27,8,High
R4080,326,11,2,87.6,12,784,38,84,8.3,2,17,6,Medium
R4081,327,25,8,91.8,7,4855,6,12,1.7,4,56,20,High
R4082,270,26,4,75.0,10,4561,36,26,10.2,5,33,15,High
R4083,38,8,0,80.3,13,7617,39,9,9.2,2,57,13,Medium
R4084,460,10,7,96.6,7,6406,11,100,14.0,5,17,9,Medium
R4085,30,10,7,64.0,12,8970,11,119,1.2,6,52,1,High
R4086,170,25,1,86.1,15,5240,32,80,9.8,1,7,16,Medium
R4087,458,22,2,90.4,21,8338,37,59,10.1,6,9,14,High
R4088,492,18,1,72.0,16,7679,16,30,6.4,2,53,3,Medium
R4089,80,1,1,78.7,10,7303,40,118,10.9,3,12,5,Medium
R4090,217,10,7,85.5,17,1192,40,19,12.7,4,58,4,High
R4091,105,27,7,88.4,19,8849,37,47,13.7,1,21,19,High
R4092,364,18,1,82.5,12,523,38,38,1.9,5,27,18,Medium
R4093,418,10,5,63.5,22,3817,8,91,12.0,1,34,14,Medium
R4094,124,3,3,69.1,18,6711,36,3,7.6,0,32,20,Medium
R4095,447,8,4,79.1,3,4539,24,1,0.6,5,51,9,Medium
R4096,38,25,7,71.3,1,2541,20,100,13.0,0,8,14,Medium
R4097,179,24,0,74.6,19,8067,15,75,6.5,5,15,6,High
R4098,395,17,8,84.1,10,5105,14,59,13.9,5,22,9,High
R4099,321,22,7,80.3,23,9917,14,115,13.0,0,56,20,High
R4100,265,22,3,90.7,13,5370,22,58,11.1,2,37,15,Medium
R4101,448,17,3,97.0,15,1196,8,108,10.7,1,42,5,Medium
R4102,201,20,0,90.0,22,8219,34,16,8.6,1,50,13,Medium
R4103,21,24,1,75.9,7,428,21,8,14.5,1,27,13,Low
R4104,426,1,0,67.9,6,1731,31,88,6.3,3,34,12,Medium
R4105,95,15,0,74.3,4,7438,34,14,6.9,1,52,11,Medium
R4106,24,13,4,62.9,22,7612,15,73,11.0,0,49,10,High
R4107,127,16,8,82.7,15,6771,34,51,2.5,6,15,15,High
R4108,37,4,4,68.7,2,6592,19,74,1.5,4,24,14,Medium
R4109,159,28,7,60.5,13,987,23,50,12.2,4,15,2,High
R4110,369,6,6,82.3,12,1861,25,91,12.0,2,7,6,Medium
R4111,221,29,1,65.5,0,7821,19,12,13.0,1,55,2,Medium
R4112,437,26,6,71.9,13,6751,25,37,10.0,2,19,6,High
R4113,162,5,1,85.4,13,9360,22,29,5.4,5,15,17,Medium
R4114,401,13,1,75.5,21,297,28,71,13.4,1,38,2,Medium
R4115,190,14,3,63.2,7,6295,33,110,8.6,5,40,13,High
R4116,171,11,5,91.6,4,6797,12,41,2.2,3,5,12,Medium
R4117,360,11,7,55.4,5,6219,7,72,6.3,3,56,9,High
R4118,168,2,2,89.0,10,9712,39,76,6.8,1,25,18,Medium
R4119,223,19,2,93.5,7,5238,32,4,1.0,5,16,11,Medium
R4120,360,11,1,71.1,15,9723,33,89,14.3,0,60,19,Medium
R4121,122,15,8,66.0,10,3669,9,107,14.7,3,56,7,High
R4122,156,24,4,90.5,10,8782,6,86,1.5,3,32,6,High
R4123,77,6,4,73.3,2,6599,22,88,6.0,2,14,14,Medium
R4124,414,10,3,61.7,4,2189,21,116,13.2,3,7,17,Medium
R4125,68,0,0,66.9,22,1871,15,75,10.9,0,44,18,Low
R4126,294,8,0,89.1,17,9948,21,32,7.0,6,24,18,Medium
R4127,361,24,1,90.6,12,8543,12,63,11.4,4,20,1,Medium
R4128,392,0,0,92.5,10,8537,39,104,9.1,6,5,11,Medium
R4129,456,20,8,56.8,3,4487,6,25,3.6,5,58,1,High
R4130,194,1,1,91.9,3,890,26,49,14.7,5,19,11,Low
R4131,348,16,6,90.7,18,9771,7,82,3.2,0,54,8,High
R4132,55,3,3,85.9,18,5071,31,3,13.4,5,9,6,Medium
R4133,487,30,4,94.9,14,7014,21,19,7.8,1,50,12,Medium
R4134,309,16,3,72.4,5,944,34,105,12.2,4,37,18,Medium
R4135,421,26,4,80.7,22,5359,9,109,3.0,0,60,19,High
R4136,96,0,0,64.9,23,4355,32,48,6.6,5,27,16,Medium
R4137,386,28,1,88.4,12,5906,36,109,13.0,4,45,4,High
R4138,128,0,0,98.1,19,5758,8,39,3.9,4,41,13,Medium
R4139,168,20,1,72.5,11,746,38,50,2.6,5,50,19,High
R4140,469,10,3,89.9,4,2182,19,3,7.3,1,22,18,Low
R4141,489,15,6,66.2,5,6870,11,115,3.7,6,41,12,High
R4142,437,26,5,76.6,10,9014,30,16,7.8,0,49,11,High
R4143,457,16,3,80.4,9,692,38,29,5.9,5,57,9,High
R4144,450,4,4,77.7,11,9350,39,119,7.9,4,16,1,High
R4145,241,19,6,71.4,19,3313,16,48,10.1,4,31,5,High
R4146,254,13,2,61.1,13,8928,20,11,12.2,3,26,8,Medium
R4147,483,8,1,78.4,19,5742,26,82,14.9,6,40,2,Medium
R4148,102,28,2,94.3,0,1540,34,64,1.7,0,31,5,Medium
R4149,308,9,5,93.2,0,2287,29,85,11.5,2,22,15,Medium
R4150,134,24,5,84.3,8,1664,23,90,4.1,0,6,7,Medium
R4151,115,30,3,87.4,3,8760,32,108,10.1,3,34,19,Medium
R4152,346,1,1,73.6,15,4310,35,62,9.9,1,53,2,Medium
R4153,384,29,1,58.5,1,4937,5,71,3.8,2,20,15,Medium
R4154,453,17,2,72.3,25,1491,39,58,7.3,3,55,20,High
R4155,405,11,3,63.3,23,4728,14,18,5.2,4,19,20,High
R4156,86,4,4,60.6,24,8169,35,58,11.7,3,34,9,High
R4157,205,14,5,57.1,3,8638,38,113,5.5,0,11,10,High
R4158,289,9,6,98.8,7,6300,17,68,3.8,6,30,18,High
R4159,270,17,8,93.4,5,359,23,60,5.3,5,45,19,High
R4160,415,17,3,71.2,16,9833,24,58,11.4,0,29,19,Medium
R4161,379,30,3,85.0,5,8721,26,31,2.4,5,8,5,High
R4162,498,10,4,72.9,13,7869,23,53,11.3,3,46,15,Medium
R4163,288,21,1,77.9,24,9430,38,101,6.8,5,31,3,High
R4164,467,7,5,82.2,9,5474,13,91,14.6,0,50,18,Medium
R4165,191,23,7,62.6,20,5542,8,12,9.5,3,18,16,High
R4166,269,18,6,61.1,21,3322,37,118,11.8,3,58,12,High
R4167,169,24,7,84.9,18,1507,35,71,9.6,1,56,5,High
R4168,30,1,1,86.6,3,480,6,13,11.3,1,37,14,Low
R4169,361,13,0,72.4,10,1505,25,63,5.2,2,11,9,Medium
R4170,463,18,0,79.9,12,7395,11,81,10.6,5,56,1,Medium
R4171,359,16,0,55.1,8,5884,37,89,7.5,1,22,6,Medium
R4172,357,5,5,92.7,20,4900,30,55,5.6,5,13,20,High
R4173,172,26,8,63.7,1,5757,12,59,2.3,3,14,11,High
R4174,52,5,3,93.0,8,3469,20,42,3.9,3,34,12,Medium
R4175,365,14,7,76.9,6,4207,13,50,12.1,6,26,18,Medium
R4176,457,15,5,57.1,21,1240,5,39,10.8,4,33,20,High
R4177,67,8,0,75.7,15,1329,16,112,7.9,6,31,3,Medium
R4178,358,18,0,76.2,8,6560,30,114,10.8,3,43,16,Medium
R4179,446,21,4,75.9,25,1576,34,16,11.4,1,23,8,High
R4180,208,12,6,77.0,25,4113,8,28,2.7,6,17,13,High
R4181,496,27,5,86.5,11,5439,39,58,11.1,3,36,7,High
R4182,183,23,0,75.9,17,1633,8,85,7.7,4,49,8,Medium
R4183,354,19,4,90.7,12,4491,31,96,10.3,0,16,13,Medium
R4184,65,8,3,83.9,21,3975,11,99,8.8,1,60,15,Medium
R4185,190,12,4,66.2,18,726,25,9,9.6,6,26,13,High
R4186,475,12,3,98.9,1,6553,17,50,2.6,0,55,2,Medium
R4187,203,21,1,72.1,1,7396,37,60,13.1,6,50,2,High
R4188,466,9,8,59.8,6,6062,17,112,14.0,5,35,8,High
R4189,329,13,5,96.0,15,2773,25,75,11.4,3,33,15,Medium
R4190,260,22,0,69.7,9,8567,7,61,1.8,1,49,19,Medium
R4191,491,19,6,81.8,19,1674,25,38,10.7,1,57,16,Medium
R4192,24,1,1,80.3,6,1818,18,17,6.2,4,17,16,Low
R4193,437,8,6,55.9,2,4191,32,98,8.4,4,23,3,High
R4194,204,15,7,58.7,4,1204,38,35,3.0,5,46,12,High
R4195,52,23,5,90.0,24,1492,35,56,10.2,2,26,18,High
R4196,327,5,2,64.7,11,6023,13,89,8.4,4,36,1,Medium
R4197,465,28,6,63.6,25,2579,14,71,11.8,5,16,20,High
R4198,495,7,3,70.7,4,8999,33,68,9.4,0,28,7,Medium
R4199,199,25,6,68.2,5,6826,38,86,5.0,5,36,9,High
R4200,231,8,5,69.1,14,2572,38,32,2.0,0,12,18,Medium
R4201,200,23,0,78.2,1,8944,35,41,6.3,2,57,12,Medium
R4202,404,0,0,78.9,20,296,25,68,0.7,0,40,18,Medium
R4203,475,21,6,76.4,15,4359,21,64,6.8,4,18,15,High
R4204,292,25,8,97.0,12,3276,29,101,9.7,3,53,11,High
R4205,144,29,3,65.3,14,7352,22,96,8.8,1,17,16,High
R4206,315,28,2,61.9,22,7151,15,65,2.2,0,27,1,High
R4207,112,6,6,67.8,17,8271,20,37,14.8,0,25,6,Medium
R4208,79,19,4,55.4,20,163,21,61,2.4,3,6,20,High
R4209,264,27,6,62.2,2,4518,27,76,7.6,1,31,13,High
R4210,28,18,8,88.0,10,9612,12,78,8.6,3,53,10,High
R4211,268,23,3,72.1,11,3458,33,83,8.2,2,38,15,Medium
R4212,432,9,8,87.9,21,5774,28,58,2.2,0,56,20,High
R4213,294,8,4,66.6,25,9945,29,9,13.8,1,59,19,High
R4214,183,5,5,76.1,15,7910,35,36,3.9,5,15,3,High
R4215,92,7,7,67.1,14,7380,28,50,13.6,0,55,20,Medium
R4216,61,29,8,88.3,16,7785,26,48,7.6,6,47,18,High
R4217,454,7,2,87.1,19,763,6,118,1.4,4,5,11,Medium
R4218,166,11,1,74.3,12,5377,40,47,4.6,2,51,19,Medium
R4219,54,18,3,67.2,5,4858,31,17,13.0,5,60,16,Medium
R4220,72,4,3,81.8,7,1006,31,44,3.9,2,55,7,Medium
R4221,468,22,5,82.0,15,5240,39,3,8.8,6,15,17,High
R4222,115,23,1,81.2,0,8707,36,72,7.6,5,25,16,Medium
R4223,278,20,8,61.4,22,7900,17,60,12.9,3,20,2,High
R4224,321,29,7,75.0,18,8545,20,112,6.8,3,31,1,High
R4225,311,15,7,77.1,10,5588,5,102,13.3,0,48,10,Medium
R4226,162,11,0,74.5,4,9940,30,21,14.2,5,54,1,Medium
R4227,371,2,0,95.9,19,3889,16,89,14.3,3,27,5,Medium
R4228,249,16,2,70.2,12,3992,6,43,9.5,5,10,12,Medium
R4229,237,15,1,58.0,14,5334,18,75,8.5,6,51,15,High
R4230,104,8,5,79.4,22,9771,40,59,10.2,4,47,17,High
R4231,175,0,0,69.5,10,3384,40,104,0.5,1,52,13,Medium
R4232,193,19,7,61.2,16,3654,28,5,11.7,5,49,1,High
R4233,198,2,2,92.5,13,6906,33,24,1.4,1,39,4,Medium
R4234,182,12,8,65.7,14,560,16,62,13.0,4,26,8,High
R4235,250,18,8,88.9,3,4831,15,40,1.7,3,11,16,Medium
R4236,143,0,0,85.3,18,679,38,48,8.2,0,31,18,Low
R4237,153,21,8,64.0,13,8552,12,55,6.9,1,39,13,High
R4238,237,10,6,57.0,12,7879,35,48,14.9,2,41,12,High
R4239,249,25,3,87.3,24,5459,23,13,12.3,2,52,15,Medium
R4240,266,28,2,70.6,0,4911,7,23,5.3,6,56,18,Medium
R4241,353,19,8,79.1,0,8956,25,104,5.2,3,14,7,High
R4242,195,15,8,67.8,11,7843,14,6,8.1,1,23,4,High
R4243,28,25,4,58.8,1,7749,24,75,4.0,3,29,1,High
R4244,287,21,1,73.8,21,1977,10,44,9.7,5,29,14,Medium
R4245,65,7,4,55.7,8,7316,27,6,1.1,6,58,10,High
R4246,191,17,4,56.5,20,9172,13,17,9.6,0,30,19,Medium
R4247,338,21,0,95.8,12,5181,24,80,4.0,3,46,12,Medium
R4248,398,22,8,96.6,21,3790,30,28,8.7,3,23,16,High
R4249,91,27,2,68.4,10,8455,11,63,1.1,5,19,8,High
R4250,198,2,2,93.3,21,3114,21,35,9.9,6,55,20,Medium
R4251,342,26,6,72.7,7,677,7,94,1.0,2,18,19,Medium
R4252,484,30,8,55.8,22,9113,39,103,11.2,3,45,6,High
R4253,451,10,1,68.3,21,9526,29,15,11.2,0,41,19,Medium
R4254,277,30,7,64.3,15,327,37,15,13.4,3,39,18,High
R4255,72,7,0,65.1,20,9038,23,49,9.2,5,16,18,Medium
R4256,69,11,0,59.5,8,5433,21,119,6.4,1,28,15,Medium
R4257,138,3,2,93.1,7,7009,11,17,6.9,4,37,15,Medium
R4258,222,5,2,89.6,18,5910,36,102,11.3,4,24,16,Medium
R4259,163,11,0,79.4,20,9341,37,79,11.9,0,34,8,Medium
R4260,353,7,1,88.4,24,8227,11,120,6.7,2,16,13,Medium
R4261,500,30,1,66.7,24,4236,33,12,13.5,2,7,9,Medium
R4262,154,24,1,71.3,13,4380,23,45,10.4,4,52,5,Medium
R4263,326,28,6,87.5,9,6147,21,12,10.1,6,41,4,High
R4264,447,7,7,79.5,8,9847,37,63,12.5,1,6,20,Medium
R4265,116,25,8,90.6,14,4139,30,120,5.2,1,24,6,High
R4266,438,15,6,55.1,25,8060,23,85,10.3,2,32,9,High
R4267,452,24,4,55.1,5,7232,12,25,5.6,2,14,11,Medium
R4268,200,10,6,58.8,6,2449,32,93,2.7,0,18,18,Medium
R4269,150,30,1,93.0,11,5747,9,108,0.6,5,27,9,High
R4270,496,4,4,89.0,15,5658,5,48,6.3,4,37,2,Medium
R4271,281,28,4,83.5,16,2916,5,57,2.8,0,14,13,Medium
R4272,116,6,4,56.4,21,3120,18,63,8.2,0,51,8,High
R4273,97,13,7,62.0,7,4095,14,113,6.4,3,33,14,High
R4274,244,9,6,93.8,10,8400,37,111,2.3,5,59,10,High
R4275,410,12,8,97.7,20,7600,23,75,10.4,4,23,9,High
R4276,330,19,3,89.6,6,6933,36,45,9.7,3,15,13,Medium
R4277,229,16,4,86.2,19,174,26,30,6.4,3,33,17,Medium
R4278,127,24,2,56.4,2,6601,12,116,10.8,6,18,4,High
R4279,267,14,0,70.0,9,775,18,71,10.4,1,17,7,Low
R4280,72,20,5,90.0,21,1670,37,3,2.0,3,22,18,High
R4281,438,0,0,66.0,4,8910,8,112,2.2,4,19,17,Medium
R4282,290,26,5,97.0,2,1907,27,36,11.7,5,20,19,Medium
R4283,267,17,1,70.8,7,4361,10,111,5.1,6,10,1,Medium
R4284,364,12,6,55.5,13,3104,20,92,6.0,0,23,13,High
R4285,39,30,2,73.1,20,2960,14,40,13.0,3,40,20,Medium
R4286,87,4,4,59.6,25,9115,14,112,14.4,3,46,4,High
R4287,425,24,3,69.8,13,2154,9,8,8.2,0,9,11,Medium
R4288,463,15,7,95.6,0,6566,13,91,9.4,4,9,2,Medium
R4289,308,19,7,83.3,5,7024,38,51,6.6,2,8,18,Medium
R4290,129,13,8,59.1,12,9228,15,15,4.7,3,19,16,High
R4291,120,1,1,85.2,14,1455,22,97,3.4,0,17,20,Low
R4292,25,19,2,56.2,1,5691,30,23,6.3,0,35,1,Medium
R4293,343,5,4,76.7,16,5447,33,80,8.1,4,58,17,High
R4294,335,5,1,65.2,14,3842,39,16,13.4,1,14,20,Medium
R4295,421,26,3,62.6,18,7530,16,99,5.3,0,12,10,High
R4296,323,21,3,79.2,9,8116,28,38,3.9,0,37,18,Medium
R4297,225,25,4,70.9,8,7546,39,7,1.3,6,45,19,High
R4298,108,23,4,88.2,6,6650,31,77,12.6,1,35,12,Medium
R4299,204,20,5,83.5,8,5608,39,32,8.3,2,7,1,Medium
R4300,467,23,7,87.9,1,9620,8,94,3.2,3,55,5,High
R4301,68,20,1,89.9,24,6040,37,1,4.6,1,20,4,Medium
R4302,432,24,5,84.6,18,6989,21,3,2.2,0,24,13,Medium
R4303,35,2,2,98.5,6,5455,16,1,12.8,3,15,6,Low
R4304,434,12,0,85.2,6,1365,29,96,4.5,6,29,13,Medium
R4305,448,29,3,65.2,12,1648,23,7,13.6,1,17,4,Medium
R4306,23,2,2,58.8,14,2083,23,41,7.2,5,21,2,Medium
R4307,191,24,1,81.6,20,9482,28,4,8.5,4,50,1,High
R4308,22,26,5,73.2,14,3913,27,21,12.1,1,28,20,Medium
R4309,208,2,2,90.2,7,6022,16,34,2.1,5,6,5,Medium
R4310,380,5,5,89.5,12,7946,11,7,6.3,2,52,14,Medium
R4311,31,5,4,80.6,6,6101,33,57,6.9,0,47,10,Medium
R4312,316,1,1,75.7,15,5623,17,20,2.4,3,60,20,Medium
R4313,496,19,7,85.5,21,5799,15,51,14.8,2,38,15,High
R4314,487,16,8,81.2,22,1989,30,105,11.1,6,20,4,High
R4315,264,3,3,93.1,3,1633,9,34,2.9,2,12,6,Low
R4316,169,22,8,68.7,11,5102,31,57,3.6,5,18,15,High
R4317,58,29,7,94.4,22,4420,10,74,13.4,0,48,14,High
R4318,225,19,5,68.7,10,976,39,46,7.4,6,5,7,High
R4319,150,0,0,83.6,25,1587,36,52,13.3,0,34,1,Medium
R4320,218,3,3,83.6,1,1957,11,87,2.3,1,39,8,Low
R4321,458,2,2,82.8,20,1539,34,21,0.9,1,25,16,Medium
R4322,320,12,5,97.0,13,4352,5,4,1.4,0,47,11,Medium
R4323,168,27,2,89.4,23,1037,33,71,12.4,1,59,10,Medium
R4324,58,3,3,93.3,6,4543,16,39,14.4,5,58,3,Medium
R4325,448,3,3,93.7,15,5295,23,85,6.2,3,14,9,Medium
R4326,485,24,8,61.4,7,1123,32,115,14.9,2,13,3,High
R4327,427,2,2,95.5,8,6659,8,29,8.0,4,56,12,Medium
R4328,70,20,5,82.0,7,4672,32,51,5.1,0,59,16,Medium
R4329,166,13,4,69.3,24,3927,11,56,11.4,2,42,11,Medium
R4330,24,13,0,89.3,20,4818,11,13,10.5,1,35,4,Medium
R4331,496,7,4,83.2,23,4066,11,97,10.4,3,39,20,Medium
R4332,454,21,0,83.1,17,7116,25,58,11.3,0,12,18,Medium
R4333,429,24,8,65.0,0,4593,11,90,10.3,5,59,9,High
R4334,347,9,7,68.5,15,4039,20,35,10.7,2,46,20,Medium
R4335,260,7,6,88.4,15,664,11,86,6.7,6,28,5,High
R4336,448,30,5,91.8,2,8024,25,7,4.2,0,55,19,Medium
R4337,129,15,0,58.6,23,1993,38,42,9.5,4,41,15,High
R4338,157,20,0,87.5,11,2871,6,42,11.0,5,27,2,Medium
R4339,326,11,7,95.6,4,8327,9,68,4.4,5,14,13,Medium
R4340,223,16,0,72.5,6,2916,23,10,6.7,5,11,3,Medium
R4341,325,11,4,56.6,22,6346,16,95,7.6,5,44,1,High
R4342,281,17,0,72.3,25,3399,10,98,2.3,5,57,4,High
R4343,255,29,5,81.5,17,2533,15,27,4.0,0,16,11,Medium
R4344,219,15,7,61.0,0,3609,38,109,5.5,6,32,4,High
R4345,237,5,5,85.8,8,1606,17,36,12.0,3,46,16,Medium
R4346,116,4,3,68.9,15,3909,36,111,4.2,6,11,10,High
R4347,389,4,0,81.8,5,668,33,77,4.0,3,21,4,Medium
R4348,209,20,8,75.0,19,4810,14,44,1.2,6,47,11,High
R4349,310,4,4,65.0,20,135,28,46,10.5,5,48,18,High
R4350,271,15,3,72.4,21,3084,36,27,7.2,2,34,5,High
R4351,133,16,1,73.6,21,1270,13,75,2.7,1,25,4,Medium
R4352,72,21,1,65.5,6,931,11,4,7.4,1,28,2,Medium
R4353,111,27,4,72.8,18,4669,38,107,11.8,2,50,4,High
R4354,107,6,2,91.2,4,3071,19,110,3.0,0,40,16,Low
R4355,422,7,7,88.1,22,7874,8,99,11.5,5,41,10,High
R4356,126,18,1,65.9,0,8730,27,72,13.2,4,18,16,Medium
R4357,336,5,1,64.9,3,7050,40,24,2.5,5,8,17,Medium
R4358,23,19,3,74.6,11,1848,19,10,13.9,6,39,10,Medium
R4359,158,22,8,79.6,24,4136,39,1,3.4,5,22,15,High
R4360,474,23,3,78.9,3,3759,18,58,1.4,2,41,9,Medium
R4361,222,5,4,92.1,10,5155,6,57,12.9,0,5,11,Low
R4362,487,7,5,69.2,16,8599,13,110,3.5,2,40,4,High
R4363,361,3,3,56.2,17,3035,19,67,14.9,0,56,5,Medium
R4364,393,29,8,67.3,15,9792,40,98,2.9,2,37,16,High
R4365,396,11,3,75.4,11,7082,23,13,5.2,6,56,8,High
R4366,130,23,0,74.6,0,6347,31,54,10.4,3,8,13,Medium
R4367,129,24,3,59.0,18,1231,32,90,1.9,0,42,11,High
R4368,192,23,3,56.1,7,8129,18,93,2.2,1,21,2,High
R4369,137,15,7,82.4,14,237,18,63,8.8,5,18,1,High
R4370,232,3,3,80.6,1,338,23,118,5.9,1,7,16,Low
R4371,93,25,1,72.2,8,7452,24,17,4.8,4,22,16,Medium
R4372,144,4,4,93.7,10,1093,32,43,12.6,4,47,20,Medium
R4373,32,10,3,71.9,14,2060,13,4,12.3,1,52,2,Medium
R4374,338,11,7,79.1,21,471,19,41,10.6,5,25,1,High
R4375,491,17,1,80.0,24,6889,39,111,12.1,5,21,9,High
R4376,184,13,5,96.9,14,8924,10,106,11.1,2,23,6,Medium
R4377,37,10,4,57.4,20,6023,10,115,13.9,5,47,11,High
R4378,234,15,4,55.4,25,2955,8,15,11.1,5,36,11,High
R4379,327,23,3,56.6,0,1272,19,114,4.2,5,10,10,High
R4380,467,1,1,87.5,17,954,29,81,7.4,4,9,9,Medium
R4381,421,25,4,97.0,11,5168,38,33,0.6,0,5,2,Medium
R4382,475,9,0,56.0,22,6855,21,109,5.7,4,34,13,High
R4383,290,25,3,68.0,17,7320,27,22,5.7,0,23,18,Medium
R4384,317,19,2,92.8,12,7063,13,41,6.9,0,10,7,Medium
R4385,291,1,1,81.5,23,1396,10,65,2.1,5,11,13,Medium
R4386,200,5,5,57.6,21,2025,28,73,5.3,0,24,8,High
R4387,75,10,0,74.3,2,8247,21,10,9.7,5,22,16,Medium
R4388,431,15,6,93.6,24,1763,7,89,14.5,1,54,6,Medium
R4389,378,7,1,80.7,12,7830,8,21,5.8,3,11,14,Low
R4390,281,8,4,67.2,18,6971,23,47,11.5,5,37,20,High
R4391,482,24,2,66.1,9,1476,39,30,3.2,6,9,3,High
R4392,458,25,3,93.0,20,2180,22,96,10.4,2,54,16,Medium
R4393,497,22,2,89.4,14,5418,10,92,13.0,6,24,17,Medium
R4394,485,29,4,55.9,0,9511,24,50,5.4,6,60,18,High
R4395,150,28,6,65.3,25,9603,14,83,11.4,4,52,17,High
R4396,273,17,0,83.3,15,4096,35,51,10.2,5,56,16,Medium
R4397,234,25,4,92.6,15,3471,33,68,1.2,1,22,5,High
R4398,199,3,1,92.6,14,2108,32,17,12.8,4,33,10,Medium
R4399,246,13,7,74.0,22,6658,8,89,9.4,4,12,20,High
R4400,117,28,5,62.2,8,2167,26,74,10.0,4,18,4,High
R4401,249,13,7,92.2,0,8799,27,54,11.4,3,25,19,Medium
R4402,79,0,0,92.2,13,3582,31,63,1.2,2,59,9,Medium
R4403,421,14,7,97.5,3,4551,7,46,12.2,6,59,15,Medium
R4404,493,1,1,97.6,23,399,10,47,5.8,2,21,20,Low
R4405,164,1,1,69.1,25,5404,13,48,6.1,5,18,16,Medium
R4406,152,30,4,96.1,17,4508,27,44,11.1,5,47,16,High
R4407,219,30,6,64.3,10,4548,16,1,10.8,2,6,19,Medium
R4408,480,10,3,89.3,21,7461,15,61,14.0,3,13,17,Medium
R4409,340,22,2,75.9,18,5457,37,113,8.6,0,50,18,Medium
R4410,317,8,2,87.4,20,7085,30,3,3.9,3,56,20,Medium
